ID,Project_Code,PQ,PO/SO,ASN/DN,Country,Managed_By,Fulfill_Via,Vendor_INCO_Term,Shipment_Mode,PQ_First_Sent_to_Client_Date,PO_Sent_to_Vendor_Date,Scheduled_Delivery_Date,Delivered_to_Client_Date,Delivery_Recorded_Date,Product_Group,Sub_Classification,Vendor,Item_Description,Molecule/Test_Type,Brand,Dosage,Dosage_Form,Unit_of_Measure_(Per_Pack),Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,Manufacturing_Site,First_Line_Designation,Weight_(Kilograms),Freight_Cost_(USD),Line_Item_Insurance_(USD),Freight_Cost_USD_Clean,Weight_Kilograms_Clean
38831,106-HT-T30,FPQ-7438,SCMS-106610,ASN-10879,Haiti,PMO - US,Direct Drop,EXW,Air,3/29/11,4/20/11,6-Jun-11,6-Jun-11,6-Jun-11,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,,Test kit,1,260,5980.0,23.0,23.0,"KHB Test Kit Facility, Shanghai China",Yes,197,2708.04,9.87,2708.04,197
83719,110-ZM-T30,FPQ-10728,SO-43462,DN-3340,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,10/5/12,N/A - From RDC,5-Nov-13,5-Nov-13,12-Nov-13,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,67271,470897.0,7.0,0.12,"Cipla, Goa, India",Yes,6041,10651.44,660.2,10651.44,6041
82506,110-ZM-T30,FPQ-9773,SO-41991,DN-2833,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,4/27/12,N/A - From RDC,25-Sep-12,7-Sep-12,7-Sep-12,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,18867,46035.48,2.44,0.04,Mylan (formerly Matrix) Nashik,Yes,17125,7317.47,64.54,7317.47,17125
17697,108-VN-T30,FPQ-6384,SCMS-87770,ASN-9407,Vietnam,PMO - US,Direct Drop,EXW,Air,9/30/10,10/18/10,9-Feb-11,9-Feb-11,9-Feb-11,ARV,Adult,HETERO LABS LIMITED,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,19760,94848.0,4.8,0.08,Hetero Unit III Hyderabad IN,Yes,3998,12974.12,204.49,12974.12,3998
5353,102-GY-T01,Pre-PQ Process,SCMS-767,ASN-620,Guyana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/25/07,9-Aug-07,21-Aug-07,21-Aug-07,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,,Test kit,100,300,21597.0,71.99,0.72,Inverness Japan,Yes,69,1398.6,34.56,1398.6,69
85265,113-ZW-T30,FPQ-8464,SO-40883,DN-2693,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,10/4/11,N/A - From RDC,14-Aug-12,27-Jun-12,27-Jun-12,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,7150,21092.5,2.95,0.05,"Strides, Bangalore, India.",No,See DN-2693 (ID#:82481),See DN-2693 (ID#:82481),34.8,5530.11,7095
82366,151-NG-T30,FPQ-6243,SO-38320,DN-2090,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,8/25/10,N/A - From RDC,22-Feb-11,16-Feb-11,16-Feb-11,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,141764,1590592.08,11.22,0.19,"Aurobindo Unit III, India",Yes,70109,43548,3429.32,43548,70109
80639,106-HT-T30,FPQ-14895,SCMS-261020,ASN-30367,Haiti,PMO - US,Direct Drop,EXW,Air,9/24/14,11/14/14,26-Feb-15,26-Feb-15,27-Feb-15,ARV,Adult,HETERO LABS LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,56352,197232.0,3.5,0.12,"Hetero, Jadcherla, unit 5, IN",Yes,4792,30046.84,202.75,30046.84,4792
82633,111-MZ-T30,FPQ-12416,SO-45896,DN-3483,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,6/28/13,N/A - From RDC,31-Jan-14,10-Feb-14,17-Mar-14,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,39600,327096.0,8.26,0.14,Mylan (formerly Matrix) Nashik,Yes,17181,15814.01,404.62,15814.01,17181
7176,107-RW-T01,Pre-PQ Process,SCMS-25080,ASN-2396,Rwanda,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,6/12/08,18-Oct-08,18-Oct-08,18-Oct-08,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,3400,108800.0,32.0,1.6,"Trinity Biotech, Plc",Yes,1131,22370.64,174.08,22370.64,1131
11892,109-TZ-T01,Pre-PQ Process,SO-1999,DN-696,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,23-Apr-08,23-Apr-08,23-Apr-08,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,18451,229161.42,12.42,0.41,"Aurobindo Unit III, India",Yes,1636,6195.24,366.66,6195.24,1636
63111,102-ML-T30,FPQ-13391,SCMS-221930,ASN-24507,Mali,PMO - US,Direct Drop,EXW,Air,12/16/13,1/22/14,19-Mar-14,19-Mar-14,24-Mar-14,HRDT,HIV test - Ancillary,"Orgenics, Ltd","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,,Test kit - Ancillary,100,153,765.0,5.0,0.05,"Alere Medical Co., Ltd.",No,See ASN-24507 (ID#:53327),See ASN-24507 (ID#:53327),0.79,5346.38,186
86022,104-CI-T30,FPQ-12144,SO-45600,DN-3431,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,4/22/13,N/A - From RDC,3-Dec-13,10-Dec-13,8-Jan-14,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,2000,3900.0,1.95,0.01,"Aurobindo Unit III, India",Yes,736,4747.87,4.82,4747.87,736
73348,103-ZW-T30,FPQ-15021,SCMS-261410,ASN-30816,Zimbabwe,PMO - US,Direct Drop,FCA,Air,10/15/14,10/30/14,28-Feb-15,28-Feb-15,28-Feb-15,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,5362,165256.84,30.82,0.1,ABBVIE (Abbott) Logis. UK,Yes,5060,44952.61,169.88,44952.61,5060
83121,105-GY-T30,FPQ-11546,SO-44520,DN-3060,Guyana,PMO - US,From RDC,N/A - From RDC,Air,1/28/13,N/A - From RDC,18-Apr-13,15-Mar-13,15-Mar-13,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,4917,31370.46,6.38,0.21,Hetero Unit III Hyderabad IN,Yes,1283,12862.56,38.81,12862.56,1283
86302,106-HT-T30,FPQ-4384,SO-36190,DN-1812,Haiti,PMO - US,From RDC,N/A - From RDC,Air,10/23/09,N/A - From RDC,17-May-10,19-May-10,19-May-10,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,26400,70224.0,2.66,0.04,"Strides, Bangalore, India.",Yes,1456,25493.03,151.4,25493.03,1456
54755,200-ZW-T30,FPQ-6488,SCMS-90710,ASN-12598,Zimbabwe,PMO - US,Direct Drop,FCA,Air,10/26/10,11/10/10,21-Nov-11,21-Nov-11,21-Nov-11,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,5625,43368.75,7.71,0.13,ABBVIE Ludwigshafen Germany,Yes,665,7549.41,93.5,7549.41,665
19431,104-CI-T30,FPQ-13603,SCMS-228080,ASN-29972,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,1/23/14,2/26/14,23-Jan-15,23-Jan-15,23-Jan-15,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,,Test kit,25,1400,28700.0,20.5,0.82,"Standard Diagnostics, Korea",Yes,437,5924.89,29.5,5924.89,437
28418,900-TZ-T30,FPQ-10394,SCMS-156500,ASN-16219,Tanzania,PMO - US,Direct Drop,EXW,Air,7/26/12,8/9/12,9-Oct-12,12-Oct-12,12-Oct-12,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,25741,84945.3,3.3,0.11,"Aurobindo Unit III, India",Yes,2210,9452.02,119.09,9452.02,2210
1162,104-CI-T01,Pre-PQ Process,SCMS-44130,ASN-4791,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/15/09,15-Sep-09,15-Sep-09,15-Sep-09,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests","HIV, Genie II HIV-1/HIV-2 Kit",Genie,,Test kit,40,1000,110000.0,110.0,2.75,Bio-Rad Laboratories,Yes,1101,8074.03,215.6,8074.03,1101
84519,151-NG-T30,FPQ-4105,SO-33144,DN-1569,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,8/13/09,N/A - From RDC,18-Dec-09,18-Dec-09,18-Dec-09,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,50040,500400.0,10.0,0.33,Mylan (formerly Matrix) Nashik,Yes,4161,11637.64,980.78,11637.64,4161
30819,109-TZ-T30,FPQ-6936,SCMS-100650,ASN-10469,Tanzania,PMO - US,Direct Drop,EXW,Air,12/27/10,3/2/11,1-Jun-11,1-Jun-11,1-Jun-11,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,1250,100000.0,80.0,0.8,Inverness Japan,Yes,600,14398.69,165.0,14398.69,600
81083,104-CI-T30,FPQ-3882,SCMS-51810,ASN-4979,Côte d'Ivoire,PMO - US,Direct Drop,FCA,Air,7/24/09,8/24/09,8-Oct-09,8-Oct-09,8-Oct-09,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,7600,274816.0,36.16,0.3,ABBVIE Ludwigshafen Germany,No,See ASN-4979 (ID#:21174),See ASN-4979 (ID#:21174),538.64,28238.31,4794
85635,106-HT-T30,FPQ-4469,SO-34240,DN-1530,Haiti,PMO - US,From RDC,N/A - From RDC,Air,9/23/09,N/A - From RDC,30-Nov-09,30-Nov-09,30-Nov-09,ARV,Pediatric,SCMS from RDC,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,200mg,Capsule,90,735,8908.2,12.12,0.13,"Aurobindo Unit III, India",No,See DN-1530 (ID#:83964),See DN-1530 (ID#:83964),19.21,11091.78,1857
58192,161-ZA-T30,FPQ-6262,SCMS-84230,ASN-9617,South Africa,PMO - US,Direct Drop,DDP,Ocean,8/31/10,9/21/10,5-Apr-11,5-Apr-11,5-Apr-11,ARV,Adult,STRIDES ARCOLAB LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,172428,494868.36,2.87,0.05,"Strides, Bangalore, India.",Yes,10859,17278.96,1066.94,17278.96,10859
44930,133-NG-T30,FPQ-12456,SCMS-196560,ASN-21218,Nigeria,PMO - US,Direct Drop,EXW,Air,6/10/13,7/10/13,18-Sep-13,18-Sep-13,18-Sep-13,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,3055,271895.0,89.0,0.89,"Alere Medical Co., Ltd.",Yes,1241,13325.59,336.33,13325.59,1241
84469,151-NG-T30,FPQ-14989,SO-49936,DN-4261,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,9/19/14,N/A - From RDC,30-Jun-15,29-Apr-15,29-Apr-15,ARV,Adult,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,290000,2784000.0,9.6,0.32,Hetero Unit III Hyderabad IN,Yes,37449,69097.98,2861.95,69097.98,37449
2463,107-RW-T01,Pre-PQ Process,SCMS-30312,ASN-3851,Rwanda,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,10/21/08,20-Apr-09,20-Apr-09,20-Apr-09,ARV,Adult,CIPLA LIMITED,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,7840,71344.0,9.1,0.15,"Cipla, Goa, India",Yes,719,853.88,139.83,853.88,719
12318,104-CI-T01,Pre-PQ Process,SO-33250,DN-1428,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,21-Sep-09,21-Sep-09,21-Sep-09,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,666,7825.5,11.75,0.39,Mylan (formerly Matrix) Nashik,Yes,54,1713.01,15.34,1713.01,54
60359,102-BI-T30,FPQ-12580,SCMS-199581,ASN-22108,Burundi,PMO - US,Direct Drop,EXW,Air,7/9/13,7/31/13,30-Oct-13,30-Oct-13,30-Oct-13,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak Dipstick Assay Kit, 30 Tests","HIV 1/2, Stat-Pak Dipstick Assay Kit",Stat-Pak,,Test kit,30,428,11812.8,27.6,0.92,Chembio Diagnostics Sys. Inc.,Yes,47,732.47,14.61,732.47,47
38183,104-CI-T30,FPQ-12622,SCMS-201211,ASN-23979,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,7/16/13,8/15/13,31-Jan-14,31-Jan-14,3-Feb-14,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,,Test kit,25,2400,49200.0,20.5,0.82,"Standard Diagnostics, Korea",Yes,831,9254.06,60.86,9254.06,831
84009,117-ET-T30,FPQ-5668,SO-36811,DN-1869,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,5/7/10,N/A - From RDC,30-Jun-10,18-Jun-10,18-Jun-10,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,20000,46600.0,2.33,0.04,"Aurobindo Unit III, India",Yes,955,6154.8,100.47,6154.8,955
11434,110-ZM-T01,Pre-PQ Process,SO-942,DN-309,Zambia,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,21-Aug-07,21-Aug-07,21-Aug-07,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,10624,65868.8,6.2,0.03,"Aurobindo Unit III, India",Yes,3785,13116,105.39,13116,3785
82687,110-ZM-T30,FPQ-13692,SO-47992,DN-3889,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,2/6/14,N/A - From RDC,30-Sep-14,2-Oct-14,22-Oct-14,ARV,Pediatric,SCMS from RDC,"Abacavir/Lamivudine 60/30mg, tablets, 60 Tabs",Abacavir/Lamivudine,Generic,60/30mg,Tablet - FDC,60,60000,237000.0,3.95,0.07,Mylan (formerly Matrix) Nashik,Yes,2484,3613.05,243.64,3613.05,2484
45608,102-KE-T30,FPQ-3984,SCMS-50870,ASN-4770,Kenya,PMO - US,Direct Drop,EXW,Air,7/20/09,7/31/09,11-Sep-09,11-Sep-09,11-Sep-09,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,500,16000.0,32.0,1.6,"Trinity Biotech, Plc",Yes,170,2865.63,31.36,2865.63,170
82931,151-NG-T30,FPQ-6243,SO-38320,DN-2090,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,8/25/10,N/A - From RDC,22-Feb-11,16-Feb-11,16-Feb-11,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,160786,414827.88,2.58,0.04,"Aurobindo Unit III, India",No,See DN-2090 (ID#:82366),See DN-2090 (ID#:82366),894.37,43548,70109
42038,102-KE-T30,FPQ-4587,SCMS-58380,ASN-5898,Kenya,PMO - US,Direct Drop,EXW,Air,11/18/09,12/2/09,16-Feb-10,19-Feb-10,19-Feb-10,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,7888,631040.0,80.0,0.8,Inverness Japan,Yes,1357,12965.93,1360.52,12965.93,1357
82554,106-HT-T30,FPQ-11281,SO-44400,DN-3015,Haiti,PMO - US,From RDC,N/A - From RDC,Air,1/16/13,N/A - From RDC,9-Apr-13,14-Mar-13,14-Mar-13,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,39936,132986.88,3.33,0.11,"Strides, Bangalore, India.",Yes,16035,161712.87,164.5,161712.87,16035
27938,110-ZM-T30,FPQ-8315,SCMS-120581,ASN-12827,Zambia,PMO - US,Direct Drop,EXW,Air,8/31/11,9/19/11,30-Nov-11,30-Nov-11,30-Nov-11,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,5920,189440.0,32.0,1.6,"Trinity Biotech, Plc",Yes,1896,25136.39,312.58,25136.39,1896
10540,100-CI-T01,Pre-PQ Process,SO-283,DN-16,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,22-Feb-07,22-Feb-07,22-Feb-07,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,2230,22857.5,10.25,0.17,"Aurobindo Unit III, India",Yes,909,2804,,2804,909
12531,132-NG-T01,Pre-PQ Process,SO-2681,DN-843,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,28-Jul-08,28-Jul-08,28-Jul-08,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30,15000,393750.0,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",Yes,1309,7463.74,630.0,7463.74,1309
24129,102-SD-T30,FPQ-8261,SCMS-120442,ASN-12833,Sudan,PMO - US,Direct Drop,EXW,Air,8/29/11,9/14/11,6-Jan-12,6-Jan-12,6-Jan-12,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,77,6853.0,89.0,0.89,"Alere Medical Co., Ltd.",Yes,36,1712.6,11.31,1712.6,36
86558,113-ZW-T30,FPQ-10632,SO-43213,DN-3083,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,9/11/12,N/A - From RDC,15-Apr-13,8-Apr-13,8-Apr-13,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,138974,653177.8,4.7,0.16,Hetero Unit III Hyderabad IN,Yes,14845,14451.68,915.76,14451.68,14845
4368,108-VN-T01,Pre-PQ Process,SCMS-20390,ASN-2204,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/31/08,12-Aug-08,12-Aug-08,12-Aug-08,ARV,Adult,CIPLA LIMITED,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,10420,77108.0,7.4,0.12,"Cipla, Goa, India",Yes,1000,7526.06,123.37,7526.06,1000
83066,900-UG-T30,FPQ-10084,SO-42631,DN-2800,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,6/7/12,N/A - From RDC,27-Sep-12,27-Sep-12,27-Sep-12,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,66160,258685.6,3.91,0.13,"Aurobindo Unit III, India",Yes,5641,2175.07,362.68,2175.07,5641
66626,114-UG-T30,FPQ-14070,SCMS-237180,ASN-31555,Uganda,PMO - US,Direct Drop,EXW,Air,4/10/14,4/30/14,17-Apr-15,17-Apr-15,20-Apr-15,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),"HIV 1/2, Genie III Kit, 50 Tests","HIV 1/2, Genie III Kit",Genie,,Test kit,50,30,2982.0,99.4,1.99,Bio-Rad Laboratories,Yes,17,660.77,3.07,660.77,17
84864,110-ZM-T30,FPQ-12066,SO-45081,DN-3360,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,4/19/13,N/A - From RDC,24-Jan-14,24-Jan-14,17-Mar-14,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,100619,1237613.7,12.3,0.41,"Cipla, Goa, India",Yes,47387,30981.39,1530.93,30981.39,47387
32775,106-HT-T30,FPQ-9894,SCMS-147610,ASN-15536,Haiti,PMO - US,Direct Drop,EXW,Air,5/22/12,6/13/12,10-Aug-12,10-Aug-12,10-Aug-12,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,,Test kit,1,600,14700.0,24.5,24.5,"KHB Test Kit Facility, Shanghai China",Yes,434,4209.61,20.61,4209.61,434
58491,101-CD-T30,FPQ-15736,SCMS-275290,ASN-30748,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,1/26/15,2/9/15,3-Apr-15,3-Apr-15,15-Apr-15,ANTM,Malaria,AMSTELFARMA B.V.,"Sulfadoxine/Pyrimethamine 500/25mg, tablets, 1000 Tabs",Sulfadoxine/Pyrimethamine,Generic,500/25mg,Tablet - FDC,1000,580,19198.0,33.1,0.03,"Micro Labs, Hosur, India",Yes,500,3958.28,22.6,3958.28,500
83053,151-NG-T30,FPQ-9432,SO-41681,DN-2727,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,3/1/12,N/A - From RDC,2-Aug-12,9-Jul-12,9-Jul-12,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,99999,243997.56,2.44,0.04,Mylan (formerly Matrix) Nashik,Yes,13437,21347.12,342.08,21347.12,13437
85266,113-ZW-T30,FPQ-8464,SO-40883,DN-2693,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,10/4/11,N/A - From RDC,14-Aug-12,27-Jun-12,27-Jun-12,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,11574,119096.46,10.29,0.17,Mylan (formerly Matrix) Nashik,No,See DN-2693 (ID#:82481),See DN-2693 (ID#:82481),196.51,5530.11,7095
28210,900-TZ-T30,FPQ-10394,SCMS-156500,ASN-16217,Tanzania,PMO - US,Direct Drop,EXW,Air,7/26/12,8/9/12,9-Oct-12,9-Oct-12,9-Oct-12,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,64980,214434.0,3.3,0.11,"Aurobindo Unit III, India",Yes,5578,18826.62,300.64,18826.62,5578
21606,161-ZA-T30,FPQ-6708,SCMS-93490,ASN-10129,South Africa,PMO - US,Direct Drop,DDP,Ocean,11/26/10,12/14/10,4-Apr-11,4-Apr-11,4-Apr-11,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,3971,8418.52,2.12,0.01,"Aurobindo Unit III, India",Yes,1472,3524.95,13.89,3524.95,1472
83083,111-MZ-T30,FPQ-10210,SO-42820,DN-2862,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,6/28/12,N/A - From RDC,31-Oct-12,10-Oct-12,10-Oct-12,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,3167,7664.14,2.42,0.04,Mylan (formerly Matrix) Nashik,Yes,775,3855.94,10.75,3855.94,775
