,Managed_By,Fulfill_Via,Product_Group,Sub_Classification,Vendor,Brand,Dosage_Form,Unit_of_Measure_(Per_Pack),Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,First_Line_Designation,Weight_(Kilograms),Freight_Cost_USD,Line_Item_Insurance_(USD),Freight_Cost_USD_Clean,Weight_Kilograms_Clean,Manufacturing_company,country_encoded,shipment_mode_encoded,manufacturing_site_encoded
117,PMO - US,Direct Drop,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,60.0,10080.0,29232.0,2.9,0.05,Yes,507,4159.45,46.77,4159.45,507.0,Aurobindo Unit III,5,1,1
118,PMO - US,Direct Drop,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet,30.0,6720.0,77145.6,11.48,0.38,Yes,522,3796.05,123.43,3796.05,522.0,Mylan (formerly Matrix) Nashik,5,1,2
119,PMO - US,Direct Drop,ARV,Pediatric,BRISTOL-MYERS SQUIBB,Videx,Tablet,60.0,400.0,2800.0,7.0,0.12,Yes,81,3013.09,4.48,3013.09,81.0,BMS Meymac,5,1,21
120,PMO - US,Direct Drop,ARV,Adult,STRIDES ARCOLAB LIMITED,Generic,Capsule,60.0,10780.0,15631.0,1.45,0.02,Yes,502,7575.6,25.01,7575.6,502.0,Strides,5,1,5
121,PMO - US,Direct Drop,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,100.0,1123.0,78610.0,70.0,0.7,Yes,257,2851.72,154.08,2851.72,257.0,Inverness Japan,6,1,9
122,PMO - US,Direct Drop,HRDT,HIV test,"Trinity Biotech, Plc",Others,Test kit,100.0,340.0,47260.0,139.0,1.39,Yes,234,5446.06,75.62,5446.06,234.0,Trinity Biotech,10,1,7
123,PMO - US,Direct Drop,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,60.0,47879.0,569281.31,11.89,0.2,Yes,5311,30408.04,910.85,30408.04,5311.0,Aurobindo Unit III,10,1,1
124,PMO - US,Direct Drop,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,60.0,61021.0,725539.69,11.89,0.2,Yes,6768,38120.96,1160.86,38120.96,6768.0,Aurobindo Unit III,10,1,1
125,PMO - US,Direct Drop,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,60.0,4300.0,37023.0,8.61,0.14,No,See ASN-2274 (ID#:610),See ASN-2274 (ID#:610),59.24,18614.72,2719.0,Aurobindo Unit III,5,1,1
126,PMO - US,Direct Drop,ARV,Adult,Aurobindo Pharma Limited,Generic,Capsule,60.0,18030.0,26143.5,1.45,0.02,Yes,1114,5822.44,41.83,5822.44,1114.0,Aurobindo Unit III,5,1,1
127,PMO - US,Direct Drop,HRDT,HIV test - Ancillary,"Orgenics, Ltd",Generic,Test kit - Ancillary,100.0,3000.0,30.0,0.01,0.0,Yes,889,7303.52,0.05,7303.52,889.0,Inverness Japan,4,1,9
128,PMO - US,Direct Drop,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,100.0,213.0,15333.87,71.99,0.72,Yes,49,1047.39,30.05,1047.39,49.0,Inverness Japan,14,1,9
129,PMO - US,Direct Drop,HRDT,HIV test - Ancillary,"Orgenics, Ltd",Generic,Test kit - Ancillary,100.0,6502.0,65.02,0.01,0.0,Yes,1927,24870.05,0.1,24870.05,1927.0,Inverness Japan,2,1,9
130,PMO - US,Direct Drop,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,100.0,6875.0,549931.25,79.99,0.8,Yes,1566,19992.75,879.89,19992.75,1566.0,Inverness Japan,2,1,9
131,PMO - US,Direct Drop,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Aluvia,Tablet,120.0,434.0,35674.8,82.2,0.68,Yes,113,2709.98,69.92,2709.98,113.0,ABBVIE Ludwigshafen Germany,5,1,8
132,PMO - US,Direct Drop,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,60.0,1100.0,12540.0,11.4,0.19,Yes,159,2568.6,24.58,2568.6,159.0,Aurobindo Unit III,5,1,1
133,PMO - US,Direct Drop,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet,30.0,8400.0,85596.0,10.19,0.34,Yes,613,3247.73,167.77,3247.73,613.0,Mylan (formerly Matrix) Nashik,5,1,2
134,PMO - US,Direct Drop,ARV,Adult,CIPLA LIMITED,Generic,Tablet,60.0,3648.0,26448.0,7.25,0.12,Yes,323,2335.19,51.84,2335.19,323.0,Cipla,5,1,4
135,PMO - US,Direct Drop,MRDT,Malaria,Others,Others,Test kit,25.0,108.0,4050.0,37.5,1.5,Yes,34,648.27,7.94,648.27,34.0,Not Applicable,14,1,10
136,PMO - US,Direct Drop,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Stat-Pak,Test kit,20.0,5958.0,160866.0,27.0,1.35,Yes,2147,11066.17,257.39,11066.17,2147.0,Chembio Diagnostics Sys. Inc.,15,1,12
137,PMO - US,Direct Drop,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Stat-Pak,Test kit,20.0,3982.0,107514.0,27.0,1.35,Yes,1445,7303.25,210.73,7303.25,1445.0,Chembio Diagnostics Sys. Inc.,15,1,12
138,PMO - US,Direct Drop,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",Colloidal Gold,Test kit,1.0,6998.0,160954.0,23.0,11.035049360907804,Yes,5057,44347.71,257.53,44347.71,5057.0,KHB Test Kit Facility,15,1,17
139,PMO - US,Direct Drop,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",Colloidal Gold,Test kit,1.0,3470.0,79810.0,23.0,11.035049360907804,Yes,2509,19882.25,156.43,19882.25,2509.0,KHB Test Kit Facility,15,1,17
140,PMO - US,Direct Drop,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",Colloidal Gold,Test kit,1.0,3510.0,80730.0,23.0,11.035049360907804,Yes,2535,22433.91,158.23,22433.91,2535.0,KHB Test Kit Facility,15,1,17
141,PMO - US,Direct Drop,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,60.0,6000.0,17400.0,2.9,0.05,Yes,581,2653.27,34.1,2653.27,581.0,Aurobindo Unit III,5,1,1
142,PMO - US,Direct Drop,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,100.0,5751.0,460080.0,80.0,0.8,Yes,1723,22451.67,901.76,22451.67,1723.0,Inverness Japan,2,1,9
143,PMO - US,Direct Drop,HRDT,HIV test,Others,Others,Test kit,25.0,3.0,225.0,75.0,3.0,Yes,3,963.34,0.44,963.34,3.0,Inverness USA,19,1,10
144,PMO - US,Direct Drop,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Stat-Pak,Test kit,20.0,100.0,2700.0,27.0,1.35,Yes,28,692.38,5.29,692.38,28.0,Chembio Diagnostics Sys. Inc.,14,1,12
145,PMO - US,Direct Drop,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,Test kit,20.0,68.0,2176.0,32.0,1.6,Yes,22,1003.52,4.26,1003.52,22.0,Trinity Biotech,19,1,7
146,PMO - US,Direct Drop,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,60.0,9000.0,21600.0,2.4,0.04,Yes,2228,9809.7,42.34,9809.7,2228.0,Aurobindo Unit III,5,1,1
147,PMO - US,Direct Drop,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,60.0,700.0,7805.0,11.15,0.19,No,See ASN-3562 (ID#:960),See ASN-3562 (ID#:960),15.3,12835.2,3509.0,Aurobindo Unit III,5,1,1
148,PMO - US,Direct Drop,ARV,Adult,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Others,Tablet,30.0,25000.0,1260000.0,50.4,1.68,Yes,2067,7933.38,1825.8853909196707,7933.38,2067.0,MSD,2,1,16
149,PMO - US,Direct Drop,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,100.0,1680.0,117600.0,70.0,0.7,Yes,382,3241.06,230.5,3241.06,382.0,Inverness Japan,6,1,9
150,PMO - US,Direct Drop,ARV,Pediatric,Aurobindo Pharma Limited,Generic,Capsule,100.0,2100.0,10500.0,5.0,0.05,Yes,187,1903.54,20.58,1903.54,187.0,Aurobindo Unit III,6,1,1
151,PMO - US,Direct Drop,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,100.0,9000.0,648000.0,72.0,0.72,Yes,2655,25052.69,1270.08,25052.69,2655.0,Inverness Japan,7,1,9
152,PMO - US,Direct Drop,ARV,Adult,BRISTOL-MYERS SQUIBB,Others,Capsule,30.0,60.0,1100.4,18.34,0.61,Yes,3000,428.91,2.16,428.91,3000.0,BMS Meymac,3,1,21
153,PMO - US,Direct Drop,ARV,Adult,CIPLA LIMITED,Generic,Tablet,60.0,7840.0,71344.0,9.1,0.15,Yes,719,853.88,139.83,853.88,719.0,Cipla,10,1,4
154,PMO - US,Direct Drop,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,100.0,425.0,38250.0,90.0,0.9,Yes,130,1859.79,74.97,1859.79,130.0,Inverness Japan,14,1,9
155,PMO - US,Direct Drop,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,100.0,276.0,24840.0,90.0,0.9,Yes,87,1205.7,48.69,1205.7,87.0,Inverness Japan,14,1,9
156,PMO - US,Direct Drop,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Aluvia,Tablet,120.0,73.0,3000.3,41.1,0.34,Yes,69,1332.43,5.88,1332.43,69.0,ABBVIE Ludwigshafen Germany,2,1,8
157,PMO - US,Direct Drop,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,Test kit,20.0,5.0,160.0,32.0,1.6,Yes,2,12561.4,0.31,12561.4,2.0,Trinity Biotech,17,1,7
158,PMO - US,Direct Drop,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,Test kit,20.0,4995.0,159840.0,32.0,1.6,Yes,4995,275,313.29,275.0,4995.0,Trinity Biotech,17,1,7
159,PMO - US,Direct Drop,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Aluvia,Tablet,120.0,2040.0,83844.0,41.1,0.34,Yes,309,3777.93,164.33,3777.93,309.0,ABBVIE Ludwigshafen Germany,2,1,8
160,PMO - US,Direct Drop,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet,60.0,26932.0,317528.28,11.79,0.2,Yes,3393,30661.5,622.36,30661.5,3393.0,Mylan (formerly Matrix) Nashik,10,1,2
161,PMO - US,Direct Drop,HRDT,HIV test,Others,Others,Test kit,40.0,1000.0,110000.0,110.0,2.75,Yes,1073,8114.11,215.6,8114.11,1073.0,Bio-Rad Laboratories,1,1,24
162,PMO - US,Direct Drop,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,100.0,800.0,56000.0,70.0,0.7,Yes,195,2008.54,109.76,2008.54,195.0,Inverness Japan,19,1,9
163,PMO - US,Direct Drop,ARV,Adult,Aurobindo Pharma Limited,Generic,Capsule,30.0,150.0,1950.0,13.0,0.43,Yes,30,4111.71,3.82,4111.71,30.0,Aurobindo Unit III,5,1,1
164,PMO - US,Direct Drop,HRDT,HIV test,Others,Others,Test kit,40.0,140.0,15400.0,110.0,2.75,Yes,158,4318.21,30.18,4318.21,158.0,Bio-Rad Laboratories,1,1,24
165,PMO - US,Direct Drop,ARV,Pediatric,CIPLA LIMITED,Generic,Tablet,60.0,2000.0,3800.0,1.9,0.03,Yes,251,1484.75,7.45,1484.75,251.0,Cipla,19,1,4
166,PMO - US,Direct Drop,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,100.0,2000.0,144000.0,72.0,0.72,Yes,590,5962.58,310.46,5962.58,590.0,Inverness Japan,4,1,9
167,PMO - US,Direct Drop,ARV,Adult,Others,Aluvia,Tablet,120.0,2733.0,224625.27,82.19,0.68,Yes,589,314,440.27,314.0,589.0,ABBVIE Ludwigshafen Germany,14,1,8
168,PMO - US,Direct Drop,HRDT,HIV test,Others,Others,Test kit,40.0,100.0,7535.0,75.35,1.88,Yes,107,1845.74,69.86500000000001,1845.74,107.0,Bio-Rad Laboratories,1,1,24
169,PMO - US,Direct Drop,HRDT,HIV test,"Trinity Biotech, Plc",Others,Test kit,100.0,45.0,7875.0,146.44396941431887,1.75,Yes,29,854.34,69.86500000000001,854.34,29.0,Not Applicable,6,1,10
170,PMO - US,Direct Drop,ARV,Adult,Others,Others,Tablet,30.0,1000.0,17000.0,17.0,0.57,Yes,61,7682.69,69.86500000000001,7682.69,61.0,Gilead(Nycomed) Oranienburg DE,5,1,29
171,PMO - US,Direct Drop,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,60.0,35000.0,152250.0,4.35,0.07,No,See ASN-55 (ID#:16),See ASN-55 (ID#:16),69.86500000000001,45450.08,7590.0,Aurobindo Unit III,5,1,1
172,PMO - US,Direct Drop,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,60.0,20000.0,338000.0,16.9,0.28,No,See ASN-55 (ID#:16),See ASN-55 (ID#:16),69.86500000000001,45450.08,7590.0,Aurobindo Unit III,5,1,1
173,PMO - US,Direct Drop,ARV,Pediatric,Aurobindo Pharma Limited,Generic,Oral,240.0,416.0,1809.6,4.35,0.02,No,See ASN-57 (ID#:23),See ASN-57 (ID#:23),69.86500000000001,5920.42,504.0,Aurobindo Unit III,2,1,1
174,PMO - US,Direct Drop,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,60.0,486.0,2041.2,4.2,0.07,No,See ASN-57 (ID#:23),See ASN-57 (ID#:23),69.86500000000001,5920.42,504.0,Aurobindo Unit III,2,1,1
175,PMO - US,Direct Drop,ARV,Pediatric,Aurobindo Pharma Limited,Generic,Oral,240.0,906.0,19071.3,21.05,0.09,Yes,316,3850.8,69.86500000000001,3850.8,316.0,Aurobindo Unit III,4,1,1
176,PMO - US,Direct Drop,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,60.0,38780.0,432009.2,11.14,0.19,Yes,3217,14364.29,69.86500000000001,14364.29,3217.0,Aurobindo Unit III,4,1,1
177,PMO - US,Direct Drop,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,60.0,4632.0,16906.8,3.65,0.06,No,See ASN-93 (ID#:1281),See ASN-93 (ID#:1281),69.86500000000001,4861.14,479.0,Aurobindo Unit III,2,1,1
178,PMO - US,Direct Drop,ARV,Adult,Aurobindo Pharma Limited,Generic,Capsule,60.0,166.0,356.9,2.15,0.04,No,See ASN-93 (ID#:1281),See ASN-93 (ID#:1281),69.86500000000001,4861.14,479.0,Aurobindo Unit III,2,1,1
179,PMO - US,Direct Drop,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,30.0,60784.0,1018132.0,16.75,0.56,Yes,11179,49824.57,69.86500000000001,49824.57,11179.0,Aurobindo Unit III,4,1,1
180,PMO - US,Direct Drop,ARV,Pediatric,Aurobindo Pharma Limited,Generic,Oral,240.0,1000.0,5050.0,5.05,0.02,Yes,3822,25124.12,69.86500000000001,25124.12,3822.0,Aurobindo Unit III,5,1,1
181,PMO - US,Direct Drop,ARV,Pediatric,CIPLA LIMITED,Generic,Oral,240.0,1000.0,2440.0,2.44,0.01,No,See ASN-272 (ID#:1282),See ASN-272 (ID#:1282),69.86500000000001,18772.94,2575.0,Cipla,5,1,4
182,PMO - US,Direct Drop,HRDT,HIV test,Orasure Technologies Inc.,OraQuick,Test kit,100.0,25.0,10000.0,146.44396941431887,4.0,Yes,60,1498.02,69.86500000000001,1498.02,60.0,Pacific Biotech,6,1,27
183,PMO - US,Direct Drop,ARV,Adult,CIPLA LIMITED,Generic,Tablet,60.0,25000.0,187500.0,7.5,0.12,Yes,2336,21150.56,300.0,21150.56,2336.0,Cipla,5,1,4
184,PMO - US,Direct Drop,HRDT,HIV test,Orasure Technologies Inc.,OraQuick,Test kit,100.0,50.0,20000.0,146.44396941431887,4.0,Yes,120,3004.62,69.86500000000001,3004.62,120.0,Pacific Biotech,1,1,27
185,PMO - US,Direct Drop,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Stat-Pak,Test kit,20.0,10000.0,270000.0,27.0,1.35,Yes,3045,28118.58,432.0,28118.58,3045.0,Chembio Diagnostics Sys. Inc.,2,1,12
186,PMO - US,Direct Drop,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Stat-Pak,Test kit,20.0,11500.0,310500.0,27.0,1.35,Yes,3276,43664.71,496.8,43664.71,3276.0,Chembio Diagnostics Sys. Inc.,2,1,12
187,PMO - US,Direct Drop,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Stat-Pak,Test kit,20.0,8000.0,216000.0,27.0,1.35,Yes,2603,22838.29,345.6,22838.29,2603.0,Chembio Diagnostics Sys. Inc.,2,1,12
188,PMO - US,Direct Drop,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,30.0,22500.0,277425.0,12.33,0.41,Yes,2895,18045.24,443.88,18045.24,2895.0,Aurobindo Unit III,5,1,1
189,PMO - US,Direct Drop,ARV,Pediatric,Aurobindo Pharma Limited,Generic,Oral,240.0,500.0,950.0,1.9,0.01,No,See ASN-744 (ID#:1356),See ASN-744 (ID#:1356),1.52,13762.41,960.0,Aurobindo Unit III,5,1,1
190,PMO - US,Direct Drop,ARV,Pediatric,BRISTOL-MYERS SQUIBB,Videx,Tablet,60.0,800.0,5600.0,7.0,0.12,Yes,161,2514.05,8.96,2514.05,161.0,BMS Meymac,5,1,21
191,PMO - US,Direct Drop,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Kaletra,Oral,300.0,200.0,16440.0,82.2,0.27,Yes,340,2326.1,26.3,2326.1,340.0,ABBVIE (Abbott) Logis. UK,5,1,11
192,PMO - US,Direct Drop,HRDT,HIV test,"Standard Diagnostics, Inc.",Bioline,Test kit,25.0,10000.0,200000.0,20.0,0.8,Yes,3336,27791.62,320.0,27791.62,3336.0,Standard Diagnostics,9,1,13
193,PMO - US,Direct Drop,HRDT,HIV test,"Standard Diagnostics, Inc.",Bioline,Test kit,25.0,5000.0,100000.0,20.0,0.8,Yes,1456,14505.37,160.0,14505.37,1456.0,Standard Diagnostics,9,1,13
194,PMO - US,Direct Drop,ARV,Adult,Aurobindo Pharma Limited,Generic,Capsule,60.0,35065.0,54350.75,1.55,0.03,Yes,2318,6755.81,86.96,6755.81,2318.0,Aurobindo Unit III,15,1,1
195,PMO - US,Direct Drop,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,Test kit,20.0,2220.0,71040.0,32.0,1.6,Yes,732,6524.19,113.66,6524.19,732.0,Trinity Biotech,14,1,7
196,PMO - US,Direct Drop,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,Test kit,20.0,4500.0,144000.0,32.0,1.6,Yes,2300,38425.29,230.4,38425.29,2300.0,Trinity Biotech,10,1,7
197,PMO - US,Direct Drop,ARV,Adult,Aurobindo Pharma Limited,Generic,Capsule,60.0,400.0,600.0,1.5,0.02,Yes,83,2426.05,0.96,2426.05,83.0,Aurobindo Unit III,5,1,1
198,PMO - US,Direct Drop,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Stat-Pak,Test kit,20.0,9048.0,244296.0,27.0,1.35,Yes,2985,20635.3,390.87,20635.3,2985.0,Chembio Diagnostics Sys. Inc.,2,1,12
199,PMO - US,Direct Drop,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,100.0,3000.0,239970.0,79.99,0.8,Yes,861,12770.05,383.95,12770.05,861.0,Inverness Japan,2,1,9
200,PMO - US,Direct Drop,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,100.0,3199.0,255888.01,79.99,0.8,Yes,550,8213.59,409.42,8213.59,550.0,Inverness Japan,2,1,9
201,PMO - US,Direct Drop,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,100.0,2000.0,143980.0,71.99,0.72,Yes,455,4113.16,230.37,4113.16,455.0,Inverness Japan,4,1,9
202,PMO - US,Direct Drop,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,100.0,70.0,5039.3,71.99,0.72,Yes,16,515.48,8.06,515.48,16.0,Inverness Japan,1,1,9
203,PMO - US,Direct Drop,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,100.0,1116.0,78120.0,70.0,0.7,Yes,255,5303.05,124.99,5303.05,255.0,Inverness Japan,1,1,9
204,PMO - US,Direct Drop,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,100.0,850.0,61191.5,71.99,0.72,Yes,194,2642.45,97.91,2642.45,194.0,Inverness Japan,3,1,9
205,PMO - US,Direct Drop,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,60.0,520.0,13000.0,25.0,0.42,Yes,137,5260.46,20.8,5260.46,137.0,Aurobindo Unit III,5,1,1
206,PMO - US,Direct Drop,ARV,Adult,STRIDES ARCOLAB LIMITED,Generic,Capsule,60.0,2576.0,3889.76,1.51,0.03,Yes,121,2789.74,6.22,2789.74,121.0,Strides,5,1,5
207,PMO - US,Direct Drop,ARV,Adult,STRIDES ARCOLAB LIMITED,Generic,Capsule,60.0,2464.0,3720.64,1.51,0.03,Yes,114,2879.96,5.95,2879.96,114.0,Strides,5,1,5
208,PMO - US,Direct Drop,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,100.0,100.0,7199.0,71.99,0.72,Yes,25,641.04,11.52,641.04,25.0,Inverness Japan,21,1,9
209,PMO - US,Direct Drop,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,100.0,100.0,7199.0,71.99,0.72,Yes,25,1038.39,11.52,1038.39,25.0,Inverness Japan,21,1,9
210,PMO - US,Direct Drop,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,100.0,1123.0,78610.0,70.0,0.7,Yes,257,2873.56,154.08,2873.56,257.0,Inverness Japan,6,1,9
211,PMO - US,Direct Drop,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,Test kit,20.0,9000.0,288000.0,32.0,1.6,Yes,3000,34902.96,460.8,34902.96,3000.0,Trinity Biotech,4,1,7
212,PMO - US,Direct Drop,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet,30.0,2016.0,24917.76,12.36,0.41,Yes,120,5921.97,39.87,5921.97,120.0,Mylan (formerly Matrix) Nashik,5,1,2
213,PMO - US,Direct Drop,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Stat-Pak,Test kit,20.0,12315.0,332505.0,27.0,1.35,Yes,3508,29954.15,532.01,29954.15,3508.0,Chembio Diagnostics Sys. Inc.,2,1,12
214,PMO - US,Direct Drop,ARV,Adult,BRISTOL-MYERS SQUIBB,Others,Capsule,30.0,50.0,1183.5,23.67,0.79,Yes,2,330,1.89,330.0,2.0,BMS Meymac,3,1,21
215,PMO - US,Direct Drop,ARV,Adult,CIPLA LIMITED,Generic,Tablet,60.0,1440.0,10440.0,7.25,0.12,Yes,128,2147.61,20.46,2147.61,128.0,Cipla,5,1,4
216,PMO - US,Direct Drop,HRDT,HIV test - Ancillary,"Orgenics, Ltd",Generic,Test kit - Ancillary,100.0,4500.0,45.0,0.01,0.0,No,See ASN-2641 (ID#:670),See ASN-2641 (ID#:670),0.09,11062.05,1053.0,Inverness Japan,4,1,9
217,PMO - US,Direct Drop,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",Colloidal Gold,Test kit,1.0,6998.0,160954.0,23.0,11.035049360907804,Yes,4913,46117.09,315.47,46117.09,4913.0,KHB Test Kit Facility,15,1,17
218,PMO - US,Direct Drop,ACT,ACT,Others,Generic,Tablet,12.0,50000.0,19500.0,0.39,0.03,No,See ASN-2921 (ID#:719),See ASN-2921 (ID#:719),38.22,12830.91,1708.0,Ipca Dadra/Nagar Haveli IN,1,1,10
219,PMO - US,Direct Drop,HRDT,HIV test,Others,Determine,Test kit,100.0,1000.0,80000.0,80.0,0.8,Yes,337,3499.18,156.8,3499.18,337.0,ABBVIE GmbH & Co.KG Wiesbaden,7,1,25
220,PMO - US,Direct Drop,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,100.0,1000.0,71990.0,71.99,0.72,Yes,296,2648.82,115.18,2648.82,296.0,Inverness Japan,7,1,9
221,PMO - US,Direct Drop,HRDT,HIV test,Others,Others,Test kit,40.0,862.0,65512.0,76.0,1.9,Yes,963,25080.52,128.4,25080.52,963.0,Bio-Rad Laboratories,1,1,24
222,PMO - US,Direct Drop,ARV,Adult,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Others,Tablet,30.0,5900.0,297360.0,50.4,1.68,Yes,493,1727.2,475.78,1727.2,493.0,MSD,2,1,16
223,PMO - US,Direct Drop,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,100.0,5500.0,395945.0,71.99,0.72,Yes,1624,12646.15,776.05,12646.15,1624.0,Inverness Japan,4,1,9
224,PMO - US,Direct Drop,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,60.0,6156.0,14774.4,2.4,0.04,Yes,1044,3854.23,28.96,3854.23,1044.0,Aurobindo Unit III,5,1,1
225,PMO - US,Direct Drop,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,100.0,150.0,10800.0,72.0,0.72,Yes,46,2946.64,21.17,2946.64,46.0,Inverness Japan,19,1,9
226,PMO - US,Direct Drop,ARV,Adult,BRISTOL-MYERS SQUIBB,Others,Capsule,30.0,50.0,917.0,18.34,0.61,Yes,2,378,1.8,378.0,2.0,BMS Meymac,3,1,21
227,PMO - US,Direct Drop,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",Colloidal Gold,Test kit,1.0,3510.0,80730.0,23.0,11.035049360907804,Yes,2535,20083.74,158.23,20083.74,2535.0,KHB Test Kit Facility,15,1,17
228,PMO - US,Direct Drop,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,Test kit,20.0,839.0,26848.0,32.0,1.6,Yes,284,3261.37,52.62,3261.37,284.0,Trinity Biotech,9,1,7
229,PMO - US,Direct Drop,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,100.0,5259.0,420720.0,80.0,0.8,Yes,1584,22775.45,824.61,22775.45,1584.0,Inverness Japan,2,1,9
230,PMO - US,Direct Drop,HRDT,HIV test,Others,Determine,Test kit,100.0,7.0,490.0,70.0,0.7,No,See ASN-3110 (ID#:2173),See ASN-3110 (ID#:2173),0.96,963.34,3.0,Inverness Japan,19,1,9
231,PMO - US,Direct Drop,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,Test kit,20.0,1062.0,33984.0,32.0,1.6,Yes,355,4457.29,66.61,4457.29,355.0,Trinity Biotech,14,1,7
232,PMO - US,Direct Drop,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,100.0,213.0,15336.0,72.0,0.72,Yes,64,1083.36,30.06,1083.36,64.0,Inverness Japan,14,1,9
233,PMO - US,Direct Drop,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet,60.0,336.0,2520.0,7.5,0.12,Yes,18,2525.73,4.94,2525.73,18.0,Mylan (formerly Matrix) Nashik,5,1,2
